日期,收入/支出,類別,備註,合計
2018-07-19,支出,晚餐,,-180.0
2018-07-19,支出,早餐,,-80.0
2018-07-19,支出,飲料,椰果紅茶,-40.0
2018-07-20,支出,交通,高鐵票,-125.0
2018-07-20,支出,交通,豪泰,-110.0
2018-07-20,支出,午餐,,-52.0
2018-07-20,支出,午餐,,-45.0
2018-07-22,支出,交通,高鐵票,-200.0
2018-07-22,支出,交通,備用悠遊卡,-100.0
2018-07-23,支出,晚餐,,-100.0
2018-07-23,支出,午餐,,-95.0
2018-07-23,支出,飲料,水,-35.0
2018-07-23,支出,早餐,,-14.0
2018-07-24,支出,午餐,,-120.0
2018-07-24,支出,門票,羽球館,-50.0
2018-07-24,支出,飲料,椰果紅茶,-40.0
2018-07-24,支出,宵夜,,-40.0
2018-07-24,支出,早餐,,-14.0
2018-07-25,支出,晚餐,,-225.0
2018-07-25,支出,宵夜,,-80.0
2018-07-25,支出,午餐,,-75.0
2018-07-25,支出,早餐,,-14.0
2018-07-26,支出,晚餐,,-80.0
2018-07-26,支出,午餐,,-67.0
2018-07-26,支出,宵夜,,-35.0
2018-07-26,支出,早餐,,-18.5
2018-07-27,支出,晚餐,,-100.0
2018-07-27,支出,午餐,,-75.0
2018-07-27,支出,宵夜,,-38.0
2018-07-27,支出,早餐,,-18.5
2018-07-28,支出,晚餐,,-95.0
2018-07-28,支出,午餐,,-73.0
2018-07-28,支出,宵夜,,-68.0
2018-07-28,支出,早餐,,-18.5
2018-07-29,支出,午餐,,-90.0
2018-07-29,支出,早餐,,-18.5
2018-07-30,支出,type107,LoL儲值,-500.0
2018-07-30,支出,午餐,,-95.0
2018-07-30,支出,晚餐,,-95.0
2018-07-30,支出,日常用品,垃圾袋,-24.0
2018-07-30,支出,早餐,,-14.0
2018-07-31,支出,午餐,,-100.0
2018-07-31,支出,晚餐,,-100.0
2018-07-31,支出,門票,羽球館,-50.0
2018-07-31,支出,早餐,,-47.0
2018-07-31,支出,飲料,水,-35.0
2018-07-31,支出,飲料,,-10.0
2018-08-01,支出,晚餐,,-297.0
2018-08-01,支出,午餐,,-65.0
2018-08-01,支出,飲料,紅茶椰果,-40.0
2018-08-01,支出,早餐,,-14.0
2018-08-01,收入,type200,研究生獎助學金 7月,16000.0
2018-08-02,支出,晚餐,,-90.0
2018-08-02,支出,早餐,,-18.5
2018-08-03,支出,type107,POE儲值,-156.0
2018-08-03,支出,晚餐,,-100.0
2018-08-03,支出,早餐,,-57.5
2018-08-04,支出,午餐,,-660.0
2018-08-04,支出,早餐,,-20.0
2018-08-05,支出,交通,高鐵票,-200.0
2018-08-05,支出,交通,電信悠遊卡,-200.0
2018-08-06,支出,早餐,,-59.0
2018-08-07,支出,晚餐,,-103.0
2018-08-07,支出,午餐,,-65.0
2018-08-07,支出,宵夜,,-59.0
2018-08-07,支出,早餐,,-14.0
2018-08-07,收入,type201,7-11回饋金,5.0
2018-08-08,支出,晚餐,,-100.0
2018-08-08,支出,午餐,,-95.0
2018-08-08,支出,飲料,飲冰室茶集,-25.0
2018-08-08,支出,飲料,水,-20.0
2018-08-08,支出,早餐,,-14.0
2018-08-09,支出,晚餐,,-100.0
2018-08-09,支出,午餐,,-75.0
2018-08-09,支出,早餐,,-18.5
2018-08-10,支出,type107,POE升級贊助包,-934.0
2018-08-10,支出,晚餐,,-750.0
2018-08-10,支出,午餐,,-70.0
2018-08-10,支出,飲料,樺達奶茶,-55.0
2018-08-10,支出,早餐,,-18.5
2018-08-11,支出,晚餐,,-115.0
2018-08-11,支出,午餐,,-65.0
2018-08-11,支出,早餐,,-18.5
2018-08-12,支出,午餐,,-65.0
2018-08-12,支出,早餐,,-18.5
2018-08-13,支出,午餐,,-100.0
2018-08-13,支出,早餐,,-18.5
2018-08-14,支出,晚餐,,-100.0
2018-08-14,支出,午餐,,-95.0
2018-08-14,支出,早餐,,-18.5
2018-08-15,支出,晚餐,,-95.0
2018-08-15,支出,飲料,水,-35.0
2018-08-16,支出,晚餐,,-100.0
2018-08-16,支出,午餐,,-85.0
2018-08-16,支出,早餐,,-63.5
2018-08-17,支出,交通,高鐵票,-190.0
2018-08-17,支出,午餐,,-130.0
2018-08-17,支出,早餐,,-18.5
2018-08-18,支出,日常用品,剪頭髮,-100.0
2018-08-20,支出,書,論文 x 5,-1055.0
2018-08-20,支出,晚餐,,-140.0
2018-08-20,支出,午餐,,-110.0
2018-08-20,支出,早餐,,-64.0
2018-08-20,支出,飲料,冬瓜檸檬露,-50.0
2018-08-20,收入,type201,統一發票,200.0
2018-08-21,支出,午餐,,-205.0
2018-08-21,支出,早餐,,-19.0
2018-08-28,支出,交通,電信悠遊卡,-500.0
2018-08-28,支出,午餐,,-245.0
2018-08-28,支出,晚餐,,-105.0
2018-08-29,支出,午餐,,-185.0
2018-08-29,支出,交通,豪泰,-110.0
2018-08-29,支出,交通,豪泰,-110.0
2018-08-29,支出,晚餐,,-100.0
2018-08-29,支出,宵夜,,-80.0
2018-08-29,支出,飲料,紅茶椰果,-50.0
2018-08-29,支出,早餐,,-20.0
2018-08-29,支出,飲料,水,-20.0
2018-08-29,支出,type119,成績單,-10.0
2018-08-30,支出,午餐,,-390.0
2018-08-30,支出,晚餐,,-100.0
2018-08-30,支出,飲料,鮮奶仙草凍飲,-60.0
2018-08-30,支出,飲料,水,-35.0
2018-08-30,收入,type204,羽球團退費,700.0
2018-08-31,支出,晚餐,,-120.0
2018-08-31,支出,午餐,,-52.0
2018-08-31,支出,宵夜,,-50.0
2018-09-01,支出,type107,POE點數,-623.0
2018-09-01,支出,晚餐,,-125.0
2018-09-01,支出,午餐,,-68.0
2018-09-01,支出,宵夜,,-25.0
2018-09-01,支出,早餐,,-14.0
2018-09-01,收入,type200,研究生獎助學金 8月,16000.0
2018-09-02,支出,晚餐,,-95.0
2018-09-02,支出,午餐,,-83.0
2018-09-02,支出,早餐,,-14.0
2018-09-03,支出,晚餐,,-560.0
2018-09-03,支出,午餐,,-450.0
2018-09-03,支出,早餐,,-49.0
2018-09-04,支出,午餐,,-438.0
2018-09-04,支出,飲料,摩卡可可顆粒 冰雪奇諾,-85.0
2018-09-04,支出,晚餐,,-35.0
2018-09-04,支出,早餐,,-18.5
2018-09-04,支出,飲料,水,-11.0
2018-09-05,支出,午餐,,-55.0
2018-09-05,支出,早餐,,-18.5
2018-09-06,支出,type119,兵役折抵證明,-20.0
2018-09-09,支出,type107,POE儲值,-625.0
2018-10-12,支出,書,新約 魔法禁書目錄 11,-78.0
2018-10-13,支出,type115,10月,-499.0
2018-10-13,支出,type107,巴哈姆特動畫瘋 1個月,-99.0
2018-10-27,支出,書,境界觸發者公式書,-208.0
2018-11-03,支出,type107,lol儲值,-500.0
2018-11-11,支出,書,魔法禁書目錄 舊約 全套,-2572.0
2018-11-17,支出,type107,lol儲值,-1000.0
2018-11-17,支出,type115,11月,-499.0
2018-11-24,支出,type107,巴哈姆特動畫瘋,-99.0
2018-12-02,支出,type107,POE儲值,-157.0
2018-12-08,支出,午餐,,-370.0
2018-12-08,支出,書,真確 factfulness,-340.0
2018-12-08,支出,書,讀者文摘,-158.0
2018-12-15,支出,晚餐,,-505.0
2018-12-15,支出,type115,12月,-499.0
2018-12-23,支出,type107,POE Empyrean 贊助包,-7488.0
2018-12-29,支出,type107,巴哈姆特動畫瘋,-99.0
2018-12-31,支出,午餐,,-417.0
2018-12-31,支出,飲料,水,-20.0
2019-01-03,支出,type119,富邦悠遊卡,-100.0
2019-01-03,支出,午餐,,-87.0
2019-01-03,支出,type119,體檢郵資,-28.0
2019-01-14,支出,type115,1月,-499.0
2019-01-20,支出,type107,Jacoo的歌,-16.0
2019-01-28,支出,type107,迷你地鐵,-7.0
2019-01-30,收入,type201,統一發票,200.0
2019-02-02,支出,type107,亞馬遜買歌,-31.0
2019-02-08,支出,午餐,,-52.0
2019-02-10,支出,午餐,,-704.0
2019-02-10,支出,交通,計程車,-175.0
2019-02-10,支出,交通,高鐵票,-160.0
2019-02-10,支出,交通,高鐵票,-160.0
2019-02-10,支出,晚餐,,-89.0
2019-02-10,支出,飲料,紅蓋茶,-85.0
2019-02-12,支出,交通,電信悠遊卡,-300.0
2019-02-12,支出,晚餐,,-200.0
2019-02-12,支出,交通,高鐵票,-190.0
2019-02-12,支出,交通,高鐵票,-190.0
2019-02-12,支出,type107,日本亞馬遜買歌,-142.0
2019-02-12,支出,午餐,,-50.0
2019-02-12,支出,零食,豆花,-45.0
2019-02-12,支出,零食,蛋捲冰淇淋,-18.0
2019-02-14,支出,飲料,芋頭鮮奶,-65.0
2019-02-14,收入,type201,統一發票,200.0
2019-02-15,支出,type115,中華電信2月,-499.0
2019-02-16,支出,零食,蛋捲冰淇淋,-18.0
2019-02-17,支出,飲料,水,-20.0
2019-02-17,支出,type111,一個月押金，實際12000,-1.0
2019-02-18,支出,日常用品,BenQ ScreenBar 智能螢幕掛燈,-2999.0
2019-02-18,支出,日常用品,IRK01 鍵盤,-699.0
2019-02-18,支出,type119,影印購買證明,-6.0
2019-02-22,支出,type119,鍵盤維修費,-200.0
2019-02-23,支出,type107,LOL儲值,-100.0
2019-02-24,支出,晚餐,,-487.0
2019-02-24,支出,交通,高鐵票,-155.0
2019-02-24,支出,交通,高鐵票,-155.0
2019-02-24,支出,飲料,可可醇奶,-60.0
2019-02-28,支出,type107,巴哈姆特動畫瘋,-99.0
2019-03-01,支出,type111,,-12000.0
2019-03-01,支出,type111,一個月押金，實際12000,-1.0
2019-03-02,支出,日常用品,垃圾桶,-280.0
2019-03-02,支出,日常用品,毛巾x3,-159.0
2019-03-02,支出,日常用品,3M無痕掛勾,-159.0
2019-03-02,支出,日常用品,公對公音源線,-149.0
2019-03-02,支出,日常用品,藍白拖,-79.0
2019-03-02,支出,晚餐,,-70.0
2019-03-02,支出,日常用品,曬衣桿,-50.0
2019-03-03,支出,午餐,,-149.0
2019-03-03,支出,晚餐,,-80.0
2019-03-03,支出,飲料,水,-20.0
2019-03-04,支出,午餐,,-65.0
2019-03-04,支出,晚餐,,-60.0
2019-03-04,支出,早餐,,-50.0
2019-03-04,支出,飲料,丹堤 巧克力,-9.0
2019-03-05,支出,晚餐,,-150.0
2019-03-05,支出,午餐,,-90.0
2019-03-05,支出,早餐,,-18.0
2019-03-05,支出,飲料,丹堤 巧克力,-9.0
2019-03-05,支出,飲料,丹堤 柳橙星空,-5.0
2019-03-06,支出,type107,Spectra DAC 銀色,-3690.0
2019-03-06,支出,type107,創建 USB hub,-599.0
2019-03-06,支出,晚餐,,-200.0
2019-03-06,支出,日常用品,椅腳套,-79.0
2019-03-06,支出,日常用品,雨傘,-70.0
2019-03-06,支出,type107,綠聯 OTG傳輸線,-61.0
2019-03-06,支出,午餐,,-50.0
2019-03-06,支出,早餐,,-18.0
2019-03-06,支出,飲料,丹堤 巧克力,-9.0
2019-03-06,支出,飲料,丹堤 柳橙星空,-5.0
2019-03-07,支出,午餐,,-164.0
2019-03-07,支出,晚餐,,-80.0
2019-03-07,支出,早餐,,-18.0
2019-03-07,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-07,支出,飲料,丹堤 巧克力,-9.0
2019-03-08,支出,交通,高鐵票,-190.0
2019-03-08,支出,午餐,,-130.0
2019-03-08,支出,早餐,,-18.0
2019-03-08,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-08,支出,點心,丹堤 濃情巧克力蛋糕,-1.0
2019-03-09,支出,點心,蛋捲冰淇淋,-18.0
2019-03-11,支出,午餐,,-130.0
2019-03-11,支出,早餐,,-18.0
2019-03-11,支出,晚餐,,-16.0
2019-03-12,支出,午餐,,-105.0
2019-03-12,支出,晚餐,,-84.0
2019-03-12,支出,早餐,,-18.0
2019-03-12,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-13,支出,日常用品,雷達電蚊香,-178.0
2019-03-13,支出,午餐,,-80.0
2019-03-13,支出,晚餐,,-60.0
2019-03-13,支出,早餐,,-33.0
2019-03-13,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-14,支出,type115,中華電信3月,-499.0
2019-03-14,支出,晚餐,,-49.0
2019-03-15,支出,午餐,,-105.0
2019-03-15,支出,晚餐,,-60.0
2019-03-15,支出,早餐,,-18.0
2019-03-15,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-16,支出,晚餐,,-80.0
2019-03-16,支出,午餐,,-75.0
2019-03-17,支出,午餐,,-246.0
2019-03-17,支出,晚餐,,-70.0
2019-03-17,支出,飲料,紅龍奶茶,-55.0
2019-03-17,支出,早餐,,-45.0
2019-03-18,支出,晚餐,,-68.0
2019-03-18,支出,午餐,,-60.0
2019-03-18,支出,點心,冰淇淋,-35.0
2019-03-18,支出,早餐,,-20.0
2019-03-18,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-19,支出,午餐,,-127.0
2019-03-19,支出,晚餐,,-60.0
2019-03-19,支出,早餐,,-18.0
2019-03-19,支出,點心,丹堤 耶加雪霏蛋糕,-5.0
2019-03-20,支出,交通,香草航空 東京成田到桃園,-3227.0
2019-03-20,支出,交通,香草航空 桃園到東京成田,-3018.0
2019-03-20,支出,午餐,,-220.0
2019-03-20,支出,晚餐,,-60.0
2019-03-20,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-20,支出,早餐,,-10.0
2019-03-21,支出,午餐,,-130.0
2019-03-21,支出,晚餐,,-68.0
2019-03-21,支出,飲料,丹堤 香草巧克力冰沙,-37.0
2019-03-21,支出,早餐,,-23.0
2019-03-22,支出,交通,高鐵票,-190.0
2019-03-22,支出,點心,丹堤 蛋糕套餐,-45.0
2019-03-22,支出,早餐,,-18.0
2019-03-23,支出,日常用品,剪頭髮,-100.0
2019-03-23,支出,點心,冰炫風,-55.0
2019-03-23,支出,type119,甜心卡,-39.0
2019-03-24,支出,晚餐,,-550.0
2019-03-24,支出,交通,高鐵票,-160.0
2019-03-24,支出,點心,,-12.0
2019-03-25,支出,午餐,,-80.0
2019-03-25,支出,晚餐,,-76.0
2019-03-25,支出,早餐,,-23.0
2019-03-25,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-26,支出,晚餐,,-88.0
2019-03-26,支出,午餐,,-75.0
2019-03-26,支出,飲料,摩卡碎片冰沙,-21.0
2019-03-26,支出,早餐,,-18.0
2019-03-27,支出,午餐,,-140.0
2019-03-27,支出,晚餐,,-60.0
2019-03-27,支出,早餐,,-18.0
2019-03-27,支出,飲料,柚香桔茶,-17.0
2019-03-28,支出,日常用品,打鑰匙,-380.0
2019-03-28,支出,晚餐,,-190.0
2019-03-28,支出,早餐,,-28.0
2019-03-28,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-03-28,支出,點心,丹堤 耶加雪霏蛋糕,-5.0
2019-03-29,支出,晚餐,,-245.0
2019-03-29,支出,交通,電信悠遊卡,-200.0
2019-03-29,支出,點心,星冰樂 巧克力可可碎片,-160.0
2019-03-29,支出,早餐,,-25.0
2019-03-30,支出,午餐,,-115.0
2019-03-30,支出,晚餐,,-80.0
2019-03-31,支出,午餐,,-120.0
2019-03-31,支出,晚餐,,-95.0
2019-03-31,支出,飲料,一芳 冬瓜檸檬露,-55.0
2019-04-01,支出,type111,4月,-12000.0
2019-04-01,支出,午餐,,-160.0
2019-04-01,支出,晚餐,,-68.0
2019-04-01,支出,早餐,,-18.0
2019-04-01,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-04-02,支出,type114,健保保費和手續費,-1502.0
2019-04-02,支出,type109,Uniqlo 灰色外套,-790.0
2019-04-02,支出,午餐,,-60.0
2019-04-02,支出,晚餐,,-60.0
2019-04-02,支出,飲料,丹堤 香草巧克力冰沙,-37.0
2019-04-02,支出,早餐,,-18.0
2019-04-03,支出,午餐,,-95.0
2019-04-03,支出,晚餐,,-49.0
2019-04-03,支出,早餐,,-20.0
2019-04-03,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-04-04,支出,晚餐,,-180.0
2019-04-04,支出,午餐,,-115.0
2019-04-04,支出,宵夜,,-25.0
2019-04-05,支出,交通,高鐵票,-190.0
2019-04-05,支出,午餐,,-120.0
2019-04-05,支出,type107,巴哈姆特動畫瘋,-99.0
2019-04-05,收入,type200,,37571.0
2019-04-08,支出,午餐,,-90.0
2019-04-08,支出,晚餐,,-68.0
2019-04-08,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-04-09,支出,午餐,,-95.0
2019-04-09,支出,晚餐,,-60.0
2019-04-09,支出,飲料,丹堤 香草巧克力冰沙,-37.0
2019-04-09,支出,早餐,,-18.0
2019-04-10,支出,午餐,,-85.0
2019-04-10,支出,早餐,,-20.0
2019-04-10,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-04-11,支出,晚餐,,-800.0
2019-04-11,支出,午餐,,-92.0
2019-04-11,支出,早餐,,-18.0
2019-04-11,支出,飲料,丹堤 經典伯爵奶茶,-13.0
2019-04-11,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-04-12,支出,交通,高鐵票,-190.0
2019-04-12,支出,午餐,,-105.0
2019-04-12,支出,飲料,星巴克 巧克力可可碎片星冰樂,-80.0
2019-04-12,支出,飲料,丹堤 摩卡碎片冰沙 和 咖啡包x1,-5.0
2019-04-13,支出,type107,catchplay一個月會員,-199.0
2019-04-13,支出,type107,公視 我們與惡的距離,-130.0
2019-04-13,支出,飲料,清心福全 水晶奶茶,-50.0
2019-04-14,支出,type115,,-499.0
2019-04-14,支出,交通,高鐵票,-200.0
2019-04-14,支出,交通,電信悠遊卡,-100.0
2019-04-15,支出,午餐,,-130.0
2019-04-15,支出,飲料,星巴克 巧克力碎片星冰樂,-90.0
2019-04-15,支出,早餐,,-26.0
2019-04-16,支出,飲料,星巴克 摩卡可可碎片星冰樂,-90.0
2019-04-16,支出,午餐,,-70.0
2019-04-16,支出,早餐,,-20.0
2019-04-16,支出,晚餐,,-8.0
2019-04-17,支出,午餐,,-150.0
2019-04-17,支出,飲料,星巴克 摩卡可可碎片星冰樂,-95.0
2019-04-17,支出,早餐,,-18.0
2019-04-17,支出,晚餐,,-8.0
2019-04-18,支出,午餐,,-95.0
2019-04-18,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-04-18,支出,晚餐,,-43.0
2019-04-18,支出,早餐,,-23.0
2019-04-18,收入,type201,統一發票,200.0
2019-04-19,支出,交通,高鐵票,-190.0
2019-04-19,支出,午餐,,-140.0
2019-04-19,支出,飲料,星巴克 摩卡可可碎片星冰樂,-90.0
2019-04-19,支出,早餐,,-20.0
2019-04-20,支出,點心,冰炫風,-55.0
2019-04-21,支出,交通,高鐵票,-200.0
2019-04-22,支出,午餐,,-85.0
2019-04-22,支出,晚餐,,-68.0
2019-04-22,支出,早餐,,-18.0
2019-04-22,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-04-23,支出,午餐,,-199.0
2019-04-23,支出,晚餐,,-60.0
2019-04-23,支出,早餐,,-20.0
2019-04-23,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-04-24,支出,午餐,,-90.0
2019-04-24,支出,日常用品,金頂4號電池x2,-89.0
2019-04-24,支出,飲料,星巴克 焦糖可可碎片星冰樂,-85.0
2019-04-24,支出,早餐,,-20.0
2019-04-24,支出,晚餐,,-8.0
2019-04-25,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-04-25,支出,午餐,,-70.0
2019-04-25,支出,早餐,,-18.0
2019-04-25,支出,晚餐,,-8.0
2019-04-26,支出,零食,一堆糖果,-253.0
2019-04-26,支出,午餐,,-80.0
2019-04-26,支出,飲料,星巴克 巧克力可可碎片星冰樂,-80.0
2019-04-26,支出,早餐,,-18.0
2019-04-26,支出,早餐,,-18.0
2019-04-26,支出,晚餐,,-8.0
2019-04-27,支出,交通,計程車,-380.0
2019-04-27,支出,晚餐,,-260.0
2019-04-27,收入,type201,7-11購物金,5.0
2019-04-28,支出,type107,KTV唱歌,-430.0
2019-04-28,支出,飲料,迷克夏 大正紅茶拿鐵,-55.0
2019-04-28,支出,午餐,,-20.0
2019-04-29,支出,午餐,,-130.0
2019-04-29,支出,早餐,,-55.0
2019-04-29,支出,晚餐,,-8.0
2019-04-30,支出,type112,集資送花,-200.0
2019-04-30,支出,午餐,,-160.0
2019-04-30,支出,晚餐,,-49.0
2019-04-30,支出,宵夜,,-25.0
2019-04-30,支出,早餐,,-23.0
2019-04-30,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-01,支出,type111,5月,-12000.0
2019-05-01,支出,午餐,,-120.0
2019-05-01,支出,晚餐,,-105.0
2019-05-02,支出,午餐,,-140.0
2019-05-02,支出,晚餐,,-60.0
2019-05-02,支出,早餐,,-18.0
2019-05-02,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-03,支出,晚餐,,-190.0
2019-05-03,支出,飲料,星巴克 巧克力可可碎片星冰樂,-160.0
2019-05-03,支出,午餐,,-105.0
2019-05-03,支出,交通,電信悠遊卡,-97.0
2019-05-03,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-05-03,支出,早餐,,-18.0
2019-05-03,支出,點心,丹堤 咖啡巧克力慕斯蛋糕餐,-1.0
2019-05-04,支出,晚餐,,-190.0
2019-05-04,支出,午餐,,-110.0
2019-05-04,支出,零食,不二家棒棒糖,-89.0
2019-05-05,支出,午餐,,-120.0
2019-05-05,支出,晚餐,,-95.0
2019-05-05,收入,type200,,42724.0
2019-05-06,支出,午餐,,-190.0
2019-05-06,支出,晚餐,,-60.0
2019-05-06,支出,早餐,,-18.0
2019-05-06,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-07,支出,午餐,,-150.0
2019-05-07,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-05-07,支出,早餐,,-20.0
2019-05-07,支出,晚餐,,-18.0
2019-05-07,支出,晚餐,,-18.0
2019-05-08,支出,午餐,,-130.0
2019-05-08,支出,晚餐,,-60.0
2019-05-08,支出,早餐,,-20.0
2019-05-08,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-09,支出,午餐,,-105.0
2019-05-09,支出,早餐,,-18.0
2019-05-09,支出,晚餐,,-18.0
2019-05-09,收入,type201,活動抽獎,61.0
2019-05-10,支出,交通,高鐵票,-190.0
2019-05-10,支出,日常用品,剪頭髮,-100.0
2019-05-10,支出,午餐,,-80.0
2019-05-10,支出,早餐,,-23.0
2019-05-10,支出,點心,丹堤 法式紫羅蘭蛋糕餐,-5.0
2019-05-11,支出,點心,薯條,-40.0
2019-05-12,支出,交通,高鐵票,-200.0
2019-05-13,支出,午餐,,-85.0
2019-05-13,支出,飲料,星巴克 巧克力可可碎片星冰樂,-70.0
2019-05-13,支出,晚餐,,-31.0
2019-05-13,支出,早餐,,-18.0
2019-05-14,支出,午餐,,-165.0
2019-05-14,支出,晚餐,,-49.0
2019-05-14,支出,早餐,,-23.0
2019-05-14,支出,飲料,水,-20.0
2019-05-14,支出,飲料,丹堤 熱帶水果茶,-13.0
2019-05-15,支出,type115,5月,-499.0
2019-05-15,支出,晚餐,,-284.0
2019-05-15,支出,交通,電信悠遊卡,-200.0
2019-05-15,支出,飲料,薑汁汽水,-110.0
2019-05-15,支出,午餐,,-30.0
2019-05-16,支出,午餐,,-100.0
2019-05-16,支出,飲料,星巴克 濃焦糖咖啡星冰樂,-90.0
2019-05-16,支出,日常用品,尖嘴鉗,-90.0
2019-05-16,支出,日常用品,魔術靈 水管疏通,-89.0
2019-05-16,支出,日常用品,橡膠手套,-72.0
2019-05-16,支出,晚餐,,-18.0
2019-05-17,支出,午餐,,-95.0
2019-05-17,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-05-17,支出,晚餐,,-43.0
2019-05-17,支出,早餐,,-18.0
2019-05-18,支出,晚餐,,-186.0
2019-05-18,支出,午餐,,-120.0
2019-05-19,支出,晚餐,,-195.0
2019-05-19,支出,午餐,,-95.0
2019-05-19,支出,零食,不二家棒棒糖,-89.0
2019-05-19,支出,零食,立夢綜合棒棒糖,-46.0
2019-05-19,支出,點心,哈根達斯 100ml,-5.0
2019-05-20,支出,午餐,,-170.0
2019-05-20,支出,飲料,星巴克 巧克力可可碎片星冰樂,-70.0
2019-05-20,支出,晚餐,,-31.0
2019-05-21,支出,飲料,星巴克 抹茶奶霜星冰樂,-90.0
2019-05-21,支出,午餐,,-85.0
2019-05-21,支出,飲料,水,-20.0
2019-05-21,支出,早餐,,-18.0
2019-05-21,支出,晚餐,,-18.0
